,name,url,entry_requirements,quarantine,travel_corridor
137,Mozambique,https://www.gov.uk/foreign-travel-advice/mozambique,https://www.gov.uk/foreign-travel-advice/mozambique/entry-requirements,All individuals arriving in Mozambique will be required to quarantine in their own accommodation for 14 days after arrival.,False
138,Myanmar (Burma),https://www.gov.uk/foreign-travel-advice/myanmar,https://www.gov.uk/foreign-travel-advice/myanmar/entry-requirements,"Arrivals in Myanmar must enter government-arranged quarantine. You will be allotted your quarantine facility on arrival. You may have no choice but will be placed in the same government quarantine facility or hotel as all the other people on your flight. You will be provided with food, for which you will be charged.",False
139,Namibia,https://www.gov.uk/foreign-travel-advice/namibia,https://www.gov.uk/foreign-travel-advice/namibia/entry-requirements,"With effect from 30 June, all individuals entering Namibia must enter mandatory government-supervised quarantine at their own cost for a period of 14 days.",False
140,Nauru,https://www.gov.uk/foreign-travel-advice/nauru,https://www.gov.uk/foreign-travel-advice/nauru/entry-requirements,"Effective 16 March 2020, all persons arriving in Nauru will be required to spend up to 14 days in “Government  Transition Accommodation”  in Nauru.",False
141,Nepal,https://www.gov.uk/foreign-travel-advice/nepal,https://www.gov.uk/foreign-travel-advice/nepal/entry-requirements,,False
142,Netherlands,https://www.gov.uk/foreign-travel-advice/netherlands,https://www.gov.uk/foreign-travel-advice/netherlands/entry-requirements,"From 10 July, passengers travelling to the Netherlands from the UK are no longer advised by the Dutch government to self-isolate for 14 days upon arrival. The exception is travellers from Leicester, who are strongly advised to self-quarantine for 14 days on arrival in the Netherlands. Check the Dutch Government website.",True
143,New Caledonia,https://www.gov.uk/foreign-travel-advice/new-caledonia,https://www.gov.uk/foreign-travel-advice/new-caledonia/entry-requirements,,True
144,New Zealand,https://www.gov.uk/foreign-travel-advice/new-zealand,https://www.gov.uk/foreign-travel-advice/new-zealand/entry-requirements,Anyone entering New Zealand is required to undergo quarantine or managed isolation in an approved facility for a minimum of 14 days. Arrivals must then test negative for COVID-19 before entering the community.,True
145,Nicaragua,https://www.gov.uk/foreign-travel-advice/nicaragua,https://www.gov.uk/foreign-travel-advice/nicaragua/entry-requirements,,False
146,Niger,https://www.gov.uk/foreign-travel-advice/niger,https://www.gov.uk/foreign-travel-advice/niger/entry-requirements,Anyone arriving in Niger is taken immediately to government approved hotels for quarantine for 14 days. All those quarantined are tested for a second time on the 13th day of quarantine.,False
147,Nigeria,https://www.gov.uk/foreign-travel-advice/nigeria,https://www.gov.uk/foreign-travel-advice/nigeria/entry-requirements,All new arrivals are expected to self-isolate at one location in the city of their arrival for 14 days where they will be remotely monitored by the Nigerian authorities. At the end of the 14-day period of self-isolation an exit interview will be conducted by Nigerian authorities. If the authorities are satisfied that there are no indications of COVD-19 they will authorise the release of the retained passport.,False
148,North Korea,https://www.gov.uk/foreign-travel-advice/north-korea,https://www.gov.uk/foreign-travel-advice/north-korea/entry-requirements,Foreigners who have travelled into North Korea from virus-affected countries are subject to a 30 day period of quarantine and medical supervision.,False
149,North Macedonia,https://www.gov.uk/foreign-travel-advice/north-macedonia,https://www.gov.uk/foreign-travel-advice/north-macedonia/entry-requirements,,False
150,Norway,https://www.gov.uk/foreign-travel-advice/norway,https://www.gov.uk/foreign-travel-advice/norway/entry-requirements,,True
151,Oman,https://www.gov.uk/foreign-travel-advice/oman,https://www.gov.uk/foreign-travel-advice/oman/entry-requirements,Anyone entering Oman must quarantine for 14 days. Foreign nationals with resident status can do so either at their home in Oman or other in other accommodation (eg hotels) with proof of their ability to cover living costs during that period.,False
152,Pakistan,https://www.gov.uk/foreign-travel-advice/pakistan,https://www.gov.uk/foreign-travel-advice/pakistan/entry-requirements,,False
153,Palau,https://www.gov.uk/foreign-travel-advice/palau,https://www.gov.uk/foreign-travel-advice/palau/entry-requirements,,False
154,The Occupied Palestinian Territories,https://www.gov.uk/foreign-travel-advice/the-occupied-palestinian-territories,https://www.gov.uk/foreign-travel-advice/the-occupied-palestinian-territories/entry-requirements,"All international travellers must enter 14-day self-isolation. Upon arrival at an airport in Israel, international travellers must be able to prove they can enter isolation at home or another available dwelling in full compliance with the isolation guidance. If you are unable to do so, you will be sent to a state-sponsored hotel for isolation.",False
155,Panama,https://www.gov.uk/foreign-travel-advice/panama,https://www.gov.uk/foreign-travel-advice/panama/entry-requirements,All arrivals are required to quarantine for 14 days which can be completed in your accommodation.,False
156,Papua New Guinea,https://www.gov.uk/foreign-travel-advice/papua-new-guinea,https://www.gov.uk/foreign-travel-advice/papua-new-guinea/entry-requirements,,False
157,Paraguay,https://www.gov.uk/foreign-travel-advice/paraguay,https://www.gov.uk/foreign-travel-advice/paraguay/entry-requirements,,False
158,Peru,https://www.gov.uk/foreign-travel-advice/peru,https://www.gov.uk/foreign-travel-advice/peru/entry-requirements,,False
159,Philippines,https://www.gov.uk/foreign-travel-advice/philippines,https://www.gov.uk/foreign-travel-advice/philippines/entry-requirements,Passengers arriving at any international port of entry may be subjected to mandatory quarantine (for a maximum of 14 days) and/or be required to undergo Covid-19 testing on arrival. Foreign nationals are expected to defray the costs of their quarantine and/or Covid-19 testing.,False
160,Pitcairn Island,https://www.gov.uk/foreign-travel-advice/pitcairn-island,https://www.gov.uk/foreign-travel-advice/pitcairn-island/entry-requirements,,True
161,Poland,https://www.gov.uk/foreign-travel-advice/poland,https://www.gov.uk/foreign-travel-advice/poland/entry-requirements,"You are not required to self-isolate on arrival in Poland, if you arrive in Poland from the UK or a European Union/EFTA country (by air, sea or land).",True
162,Portugal,https://www.gov.uk/foreign-travel-advice/portugal,https://www.gov.uk/foreign-travel-advice/portugal/entry-requirements,,False
163,Qatar,https://www.gov.uk/foreign-travel-advice/qatar,https://www.gov.uk/foreign-travel-advice/qatar/entry-requirements,"Upon entry to Qatar, you will need to self-isolate for 7 days at your home.",False
164,Réunion,https://www.gov.uk/foreign-travel-advice/reunion,https://www.gov.uk/foreign-travel-advice/reunion/entry-requirements,,True
165,Romania,https://www.gov.uk/foreign-travel-advice/romania,https://www.gov.uk/foreign-travel-advice/romania/entry-requirements,,False
166,Russia,https://www.gov.uk/foreign-travel-advice/russia,https://www.gov.uk/foreign-travel-advice/russia/entry-requirements,"From 15 July, the Russian government no longer requires all arrivals to the country to remain in quarantine for a period of 14 days if arriving on a regularly scheduled flight. Instead, you will be required to self-isolate if you develop any symptoms of COVID-19 and/or if you test positive for COVID-19. You will be required to self-isolate until you have recovered and tested negative for COVID-19 on a PCR test. You should comply with any additional screening measures put in place by the authorities.",False
167,Rwanda,https://www.gov.uk/foreign-travel-advice/rwanda,https://www.gov.uk/foreign-travel-advice/rwanda/entry-requirements,"As of 01 August, following a negative COVID-19 test (as outlined above), all arriving passengers must then enter quarantine at a designated hotel for a minimum of 24 hours whilst completing a second COVID-19 test . Designated hotels can be found in the Government of Rwanda guidance. The test will cost $50USD. If the results are negative you are free to leave quarantine. If the results are positive, you will be required to enter a government treatment facility.",False
168,Samoa,https://www.gov.uk/foreign-travel-advice/samoa,https://www.gov.uk/foreign-travel-advice/samoa/entry-requirements,"You will be quarantined for 14 days upon arrival into Samoa at a designated location.  You must bring your own personal necessities, e.g. soap, tooth brush, toothpaste, to last for the 14 days of quarantine.",False
169,San Marino,https://www.gov.uk/foreign-travel-advice/san-marino,https://www.gov.uk/foreign-travel-advice/san-marino/entry-requirements,,True
170,São Tomé and Principe,https://www.gov.uk/foreign-travel-advice/sao-tome-and-principe,https://www.gov.uk/foreign-travel-advice/sao-tome-and-principe/entry-requirements,,False
171,Saudi Arabia,https://www.gov.uk/foreign-travel-advice/saudi-arabia,https://www.gov.uk/foreign-travel-advice/saudi-arabia/entry-requirements,On arrival in Saudi Arabia all travellers are required to enter Ministry of Health quarantine facilities for 14 days.,False
172,Senegal,https://www.gov.uk/foreign-travel-advice/senegal,https://www.gov.uk/foreign-travel-advice/senegal/entry-requirements,,False
173,Serbia,https://www.gov.uk/foreign-travel-advice/serbia,https://www.gov.uk/foreign-travel-advice/serbia/entry-requirements,,False
174,Seychelles,https://www.gov.uk/foreign-travel-advice/seychelles,https://www.gov.uk/foreign-travel-advice/seychelles/entry-requirements,Any passengers arriving in Seychelles will be subject to a 14 day mandatory isolation or quarantine. All entry to the country must be approved by the Public Health Commissioner.,True
175,Sierra Leone,https://www.gov.uk/foreign-travel-advice/sierra-leone,https://www.gov.uk/foreign-travel-advice/sierra-leone/entry-requirements,"If you test positive for the RDT test, you’ll be required to isolate at a hotel in Lungi at your own expense while you wait for the result of your PCR test. The PCR result supersedes the RDT result. If you test positive for the PCR test result, you’ll be contacted by Sierra Leonean health authorities and taken to a state treatment centre. Passengers sitting in close proximity to a positive case on the flight will be treated as a primary contact and be required to self-isolate until you return a negative PCR COVID-19 test. Social distancing and the use of facemasks is mandatory at Freetown Lungi International airport.",False
176,Singapore,https://www.gov.uk/foreign-travel-advice/singapore,https://www.gov.uk/foreign-travel-advice/singapore/entry-requirements,"Everyone granted permission to enter Singapore will be issued with a 14-day Stay at Home Notice (SHN) which must be served at a government designated hotel and costs $2,000 (unless you have spent 14 days or more before arrival in Australia (excluding Victoria), Brunei, Mainland China, Germany, Macau, New Zealand, South Korea, Taiwan or Vietnam - if you meet this criteria, you will be permitted to carry out 14 days quarantine at your place of residence in Singapore (if you have one)).",False
177,Slovakia,https://www.gov.uk/foreign-travel-advice/slovakia,https://www.gov.uk/foreign-travel-advice/slovakia/entry-requirements,,True
178,Slovenia,https://www.gov.uk/foreign-travel-advice/slovenia,https://www.gov.uk/foreign-travel-advice/slovenia/entry-requirements,"The Slovenian authorities have implemented a Red, Amber, Green list to determine the requirements for people arriving into Slovenia. The UK is currently on the Green List.",True
179,Solomon Islands,https://www.gov.uk/foreign-travel-advice/solomon-islands,https://www.gov.uk/foreign-travel-advice/solomon-islands/entry-requirements,"Entering the country illegally/not observing the mandatory 14 day quarantine period could result in a fine of up to SBD 1 million (approx. £100,000) and/or 20 years imprisonment.",False
180,Somalia,https://www.gov.uk/foreign-travel-advice/somalia,https://www.gov.uk/foreign-travel-advice/somalia/entry-requirements,,False
181,South Africa,https://www.gov.uk/foreign-travel-advice/south-africa,https://www.gov.uk/foreign-travel-advice/south-africa/entry-requirements,"Upon entering in South Africa you will be quarantined for 14 days in a state appointed facility. These are normally hotels, but may sometimes be state facilities.",False
182,South Georgia and the South Sandwich Islands,https://www.gov.uk/foreign-travel-advice/south-georgia-and-south-sandwich-islands,https://www.gov.uk/foreign-travel-advice/south-georgia-and-south-sandwich-islands/entry-requirements,,True
183,South Korea,https://www.gov.uk/foreign-travel-advice/south-korea,https://www.gov.uk/foreign-travel-advice/south-korea/entry-requirements,,True
184,South Sudan,https://www.gov.uk/foreign-travel-advice/south-sudan,https://www.gov.uk/foreign-travel-advice/south-sudan/entry-requirements,,False
185,Spain,https://www.gov.uk/foreign-travel-advice/spain,https://www.gov.uk/foreign-travel-advice/spain/entry-requirements,,False
186,Sri Lanka,https://www.gov.uk/foreign-travel-advice/sri-lanka,https://www.gov.uk/foreign-travel-advice/sri-lanka/entry-requirements,"14 day quarantine is mandatory for all those travelling into Sri Lanka, usually followed by 14 days self-isolation at home. All arriving passengers must now take a PCR test.",False
187,"St Helena, Ascension and Tristan da Cunha",https://www.gov.uk/foreign-travel-advice/st-helena-ascension-and-tristan-da-cunha,https://www.gov.uk/foreign-travel-advice/st-helena-ascension-and-tristan-da-cunha/entry-requirements,,True
188,St Kitts and Nevis,https://www.gov.uk/foreign-travel-advice/st-kitts-and-nevis,https://www.gov.uk/foreign-travel-advice/st-kitts-and-nevis/entry-requirements,Arriving citizens will be obliged to observe a minimum of 14 days mandatory quarantine.,True
189,St Lucia,https://www.gov.uk/foreign-travel-advice/st-lucia,https://www.gov.uk/foreign-travel-advice/st-lucia/entry-requirements,,True
190,St Maarten,https://www.gov.uk/foreign-travel-advice/st-maarten,https://www.gov.uk/foreign-travel-advice/st-maarten/entry-requirements,,False
191,St Martin and St Barthélemy,https://www.gov.uk/foreign-travel-advice/st-martin-and-st-barthelemy,https://www.gov.uk/foreign-travel-advice/st-martin-and-st-barthelemy/entry-requirements,,True
192,St Pierre & Miquelon,https://www.gov.uk/foreign-travel-advice/st-pierre-and-miquelon,https://www.gov.uk/foreign-travel-advice/st-pierre-and-miquelon/entry-requirements,,True
193,St Vincent and the Grenadines,https://www.gov.uk/foreign-travel-advice/st-vincent-and-the-grenadines,https://www.gov.uk/foreign-travel-advice/st-vincent-and-the-grenadines/entry-requirements,,True
194,Sudan,https://www.gov.uk/foreign-travel-advice/sudan,https://www.gov.uk/foreign-travel-advice/sudan/entry-requirements,,False
195,Suriname,https://www.gov.uk/foreign-travel-advice/suriname,https://www.gov.uk/foreign-travel-advice/suriname/entry-requirements,,False
196,Sweden,https://www.gov.uk/foreign-travel-advice/sweden,https://www.gov.uk/foreign-travel-advice/sweden/entry-requirements,,False
197,Switzerland,https://www.gov.uk/foreign-travel-advice/switzerland,https://www.gov.uk/foreign-travel-advice/switzerland/entry-requirements,,True
198,Syria,https://www.gov.uk/foreign-travel-advice/syria,https://www.gov.uk/foreign-travel-advice/syria/entry-requirements,,False
199,Taiwan,https://www.gov.uk/foreign-travel-advice/taiwan,https://www.gov.uk/foreign-travel-advice/taiwan/entry-requirements,All airline passengers entering Taiwan are required to fill in a health declaration which includes travel history for the preceding 14 days.,True
200,Tajikistan,https://www.gov.uk/foreign-travel-advice/tajikistan,https://www.gov.uk/foreign-travel-advice/tajikistan/entry-requirements,Travellers entering Tajikistan are currently being confined in state facilities for 14 days upon arrival; this may be subject to change.,False
201,Tanzania,https://www.gov.uk/foreign-travel-advice/tanzania,https://www.gov.uk/foreign-travel-advice/tanzania/entry-requirements,"If you show symptoms of COVID-19 on arrival, you may be required to quarantine at a government-designated facility at your own expense.",False
202,Thailand,https://www.gov.uk/foreign-travel-advice/thailand,https://www.gov.uk/foreign-travel-advice/thailand/entry-requirements,"All travellers to Thailand, including all British nationals, are required to complete 14 days quarantine at a State Quarantine or Alternative State Quarantine (ASQ) facility.",False
203,Timor-Leste,https://www.gov.uk/foreign-travel-advice/timor-leste,https://www.gov.uk/foreign-travel-advice/timor-leste/entry-requirements,,False
204,Togo,https://www.gov.uk/foreign-travel-advice/togo,https://www.gov.uk/foreign-travel-advice/togo/entry-requirements,"All passengers arriving in Togo must complete an online immigration and health form and pay for a COVID-19 test (on the same website) before travel.  The cost of the test is CFA 40,000 (approximately £55).  You will need a print-out of the electronic receipt to be allowed to board the aircraft.",False
205,Tonga,https://www.gov.uk/foreign-travel-advice/tonga,https://www.gov.uk/foreign-travel-advice/tonga/entry-requirements,,False
206,Trinidad and Tobago,https://www.gov.uk/foreign-travel-advice/trinidad-and-tobago,https://www.gov.uk/foreign-travel-advice/trinidad-and-tobago/entry-requirements,All international arrivals into Trinidad and Tobago are required to enter into quarantine for a period of 14 days.  Further information and guidance is available at www.health.gov.tt.,True
207,Tunisia,https://www.gov.uk/foreign-travel-advice/tunisia,https://www.gov.uk/foreign-travel-advice/tunisia/entry-requirements,Quarantine requirements vary depending on the prevalence of the epidemic in travellers’ country of residence. See Entry to Tunisia,False
208,Turkey,https://www.gov.uk/foreign-travel-advice/turkey,https://www.gov.uk/foreign-travel-advice/turkey/entry-requirements,,True
209,Turkmenistan,https://www.gov.uk/foreign-travel-advice/turkmenistan,https://www.gov.uk/foreign-travel-advice/turkmenistan/entry-requirements,Mandatory quarantine is in place for all arrivals from abroad for up to 14 days. You will need to complete quarantine in a state-run facility.,False
210,Turks and Caicos Islands,https://www.gov.uk/foreign-travel-advice/turks-and-caicos-islands,https://www.gov.uk/foreign-travel-advice/turks-and-caicos-islands/entry-requirements,,True
211,Tuvalu,https://www.gov.uk/foreign-travel-advice/tuvalu,https://www.gov.uk/foreign-travel-advice/tuvalu/entry-requirements,,False
212,USA,https://www.gov.uk/foreign-travel-advice/usa,https://www.gov.uk/foreign-travel-advice/usa/entry-requirements,Those allowed entry to the USA must be prepared to self-isolate for up to 14 days after arrival.,False
213,Uganda,https://www.gov.uk/foreign-travel-advice/uganda,https://www.gov.uk/foreign-travel-advice/uganda/entry-requirements,,False
214,Ukraine,https://www.gov.uk/foreign-travel-advice/ukraine,https://www.gov.uk/foreign-travel-advice/ukraine/entry-requirements,The country from which you are travelling will dictate whether or not you are required to self-isolate for 14 days upon arrival in Ukraine.,False
215,United Arab Emirates,https://www.gov.uk/foreign-travel-advice/united-arab-emirates,https://www.gov.uk/foreign-travel-advice/united-arab-emirates/entry-requirements,"Stringent entry restrictions remain in place upon arrival at all airports in the UAE which may include, but are not limited to, a Health Authority COVID-19 test on arrival, mandatory quarantine period, usually via self-isolation at a private address if suitable or a hotel, for at least 14 days, and follow up testing before you are able to complete quarantine. Once any quarantine period is complete you must continue to comply with all measures put in place by the UAE authorities to prevent the spread of coronavirus.",False
216,Uruguay,https://www.gov.uk/foreign-travel-advice/uruguay,https://www.gov.uk/foreign-travel-advice/uruguay/entry-requirements,,False
217,Uzbekistan,https://www.gov.uk/foreign-travel-advice/uzbekistan,https://www.gov.uk/foreign-travel-advice/uzbekistan/entry-requirements,"Eligible visitors arriving in Uzbekistan from a country categorised as Green (Japan, South Korea, China and Israel) or who have been in one of these countries 14 days prior to arrival will not be subject to any mandatory quarantine or self-isolation period unless they display symptoms on arrival.",False
218,Vanuatu,https://www.gov.uk/foreign-travel-advice/vanuatu,https://www.gov.uk/foreign-travel-advice/vanuatu/entry-requirements,,False
219,Venezuela,https://www.gov.uk/foreign-travel-advice/venezuela,https://www.gov.uk/foreign-travel-advice/venezuela/entry-requirements,COVID-19 testing and quarantine on designated state-run health facilities is compulsory for travellers entering Venezuela.,False
220,Vietnam,https://www.gov.uk/foreign-travel-advice/vietnam,https://www.gov.uk/foreign-travel-advice/vietnam/entry-requirements,"Quarantine is mandatory for anyone allowed to enter Vietnam or anyone who may have come in to contact with coronavirus inside Vietnam. Vietnamese government quarantine centres are basic. Most do not meet Public Health England standards.In principle there are provisions for people who are exceptionally allowed to enter the country for work to be allowed to undertake quarantine in a hotel approved by the Ministry of Health. However, this is not guaranteed, is time consuming and must be arranged by your employer in Vietnam before you enter Vietnam.",True
221,Wallis and Futuna,https://www.gov.uk/foreign-travel-advice/wallis-and-futuna,https://www.gov.uk/foreign-travel-advice/wallis-and-futuna/entry-requirements,,False
222,Western Sahara,https://www.gov.uk/foreign-travel-advice/western-sahara,https://www.gov.uk/foreign-travel-advice/western-sahara/entry-requirements,,False
223,Yemen,https://www.gov.uk/foreign-travel-advice/yemen,https://www.gov.uk/foreign-travel-advice/yemen/entry-requirements,All travellers arriving into Yemen are required to enter quarantine facilities for 14 days.,False
224,Zambia,https://www.gov.uk/foreign-travel-advice/zambia,https://www.gov.uk/foreign-travel-advice/zambia/entry-requirements,"If you show symptoms of COVID-19, you will be taken to a government facility for treatment and quarantine.",False
225,Zimbabwe,https://www.gov.uk/foreign-travel-advice/zimbabwe,https://www.gov.uk/foreign-travel-advice/zimbabwe/entry-requirements,"People returning to Zimbabwe are subject to a 21-day quarantine period at a government facility. Several private facilities have been approved by the Zimbabwe Ministry of Health for people seeking an alternative to the government facilities. The Ministry of Health have not released a list of approved private facilities. However, it is possible to make bookings online through the ZINCAT website. Individuals will be responsible for meeting costs associated with private facilities. Your travel document or identity document may be retained by the authorities for the duration of the quarantine period.",False
226,Akrotiri and Dhekelia,,,,True
227,British Indian Ocean Territory,,,,True
228,the Channel Islands,,,,True
229,the Isle of Man,,,,True
